batch,charge_t,compound,form,mass_t,n,pos_t,scalar,solver,time,time_t,tpb,vel_t,steptime,fps,pups,ops
4,float32,False,split,float32,2304,float32,False,NumpySolver,0.5515581360014039,float32,1,float32,0.13788953400035098,7.252182025631145,16709.027387054157,38497599.09977278
2,float32,False,split,float32,4096,float32,False,NumpySolver,0.9376534469993203,float32,1,float32,0.46882672349966015,2.1329842133043955,8736.703337694804,35785536.87119792
8192,float32,True,nx,float32,4,float32,True,PythonSolver,1.3479211880003277,float32,1,float32,0.00016454116064457125,6077.506662057165,24310.02664822866,97240.10659291464
1619,float32,True,nx,float32,9,float32,True,PythonSolver,1.1291184809997503,float32,1,float32,0.0006974172211239965,1433.8619261341787,12904.757335207609,116142.81601686848
512,float32,True,nx,float32,16,float32,True,PythonSolver,1.0586541789998591,float32,1,float32,0.0020676839433591,483.6329087971872,7738.126540754995,123810.02465207993
102,float32,True,nx,float32,36,float32,True,PythonSolver,1.0163897530001123,float32,1,float32,0.009964605421569728,100.35520301038369,3612.7873083738127,130060.34310145726
32,float32,True,nx,float32,64,float32,True,PythonSolver,0.981786808999459,float32,1,float32,0.030680837781233095,32.593634082954594,2085.992581309094,133503.52520378202
7,float32,True,nx,float32,144,float32,True,PythonSolver,1.0860585310001625,float32,1,float32,0.15515121871430892,6.445324814633727,928.1267733072567,133650.25535624498
2,float32,True,nx,float32,256,float32,True,PythonSolver,0.9882023520003713,float32,1,float32,0.49410117600018566,2.023876988302542,518.1125090054508,132636.8023053954
1,float32,True,nx,float32,576,float32,True,PythonSolver,2.474358300001768,float32,1,float32,2.474358300001768,0.4041451878651873,232.7876282103479,134085.67384916038
8192,float32,False,nx,float32,4,float32,True,PythonSolver,1.3408891149992996,float32,1,float32,0.00016368275329581294,6109.37914877792,24437.51659511168,97750.06638044672
1619,float32,False,nx,float32,9,float32,True,PythonSolver,1.1373884719978378,float32,1,float32,0.0007025253069782815,1423.4362663762586,12810.926397386327,115298.33757647694
512,float32,False,nx,float32,16,float32,True,PythonSolver,1.0538781120012573,float32,1,float32,0.0020583556875024556,485.8246833001777,7773.194932802843,124371.11892484549
102,float32,False,nx,float32,36,float32,True,PythonSolver,1.0066863560023194,float32,1,float32,0.009869474078454111,101.32252154986493,3647.6107757951377,131313.98792862496
32,float32,False,nx,float32,64,float32,True,PythonSolver,0.9791969780017098,float32,1,float32,0.03059990556255343,32.6798394183199,2091.5097227724737,133856.6222574383
7,float32,False,nx,float32,144,float32,True,PythonSolver,1.091950750000251,float32,1,float32,0.15599296428575013,6.410545530554735,923.1185563998819,132929.07212158298
2,float32,False,nx,float32,256,float32,True,PythonSolver,0.9647661700000754,float32,1,float32,0.4823830850000377,2.073041180537916,530.6985422177065,135858.82680773287
1,float32,False,nx,float32,576,float32,True,PythonSolver,2.4394307090005896,float32,1,float32,2.4394307090005896,0.4099317091936135,236.12066449552137,136005.5027494203
8192,float32,True,nx,float32,4,float32,False,PythonSolver,1.3925349669989373,float32,1,float32,0.00016998717858873746,5882.796622087445,23531.18648834978,94124.74595339912
1619,float32,True,nx,float32,9,float32,False,PythonSolver,1.1897155930018926,float32,1,float32,0.0007348459499702857,1360.829436483165,12247.464928348485,110227.18435513637
512,float32,True,nx,float32,16,float32,False,PythonSolver,1.1577172219986096,float32,1,float32,0.0022611664492160344,442.2496187075076,7075.993899320121,113215.90238912194
102,float32,True,nx,float32,36,float32,False,PythonSolver,1.0945110760003445,float32,1,float32,0.010730500745101417,93.1922958447685,3354.922650411666,120777.21541481998
32,float32,True,nx,float32,64,float32,False,PythonSolver,1.0706265949993394,float32,1,float32,0.03345708109372936,29.88903895108242,1912.8984928692748,122425.50354363359
7,float32,True,nx,float32,144,float32,False,PythonSolver,1.1667119419980736,float32,1,float32,0.16667313457115338,5.9997671644742265,863.9664716842886,124411.17192253757
2,float32,True,nx,float32,256,float32,False,PythonSolver,1.0936411460024829,float32,1,float32,0.5468205730012414,1.8287534327969217,468.16087879601196,119849.18497177906
1,float32,True,nx,float32,576,float32,False,PythonSolver,2.6439610429988534,float32,1,float32,2.6439610429988534,0.3782203987641862,217.85494968817127,125484.45102038665
8192,float32,False,nx,float32,4,float32,False,PythonSolver,1.4598126929995487,float32,1,float32,0.00017819979162592148,5611.678840226752,22446.71536090701,89786.86144362803
1619,float32,False,nx,float32,9,float32,False,PythonSolver,1.211838990002434,float32,1,float32,0.0007485108029662965,1335.9860619740814,12023.874557766732,108214.87101990059
512,float32,False,nx,float32,16,float32,False,PythonSolver,1.1494883699997445,float32,1,float32,0.002245094472655751,445.4155547481649,7126.648875970638,114026.38201553021
102,float32,False,nx,float32,36,float32,False,PythonSolver,1.1097100950028107,float32,1,float32,0.010879510735321674,91.91589808844773,3308.9723311841185,119123.00392262827
32,float32,False,nx,float32,64,float32,False,PythonSolver,1.0851883520008414,float32,1,float32,0.033912136000026294,29.487968554951085,1887.2299875168694,120782.71920107964
7,float32,False,nx,float32,144,float32,False,PythonSolver,1.1721233680000296,float32,1,float32,0.16744619542857567,5.972067609183458,859.977735722418,123836.79394402818
2,float32,False,nx,float32,256,float32,False,PythonSolver,1.0597781910000776,float32,1,float32,0.5298890955000388,1.8871873539053168,483.1199625997611,123678.71042553884
1,float32,False,nx,float32,576,float32,False,PythonSolver,2.7209919469969464,float32,1,float32,2.7209919469969464,0.3675130318204952,211.68750632860525,121932.00364527662
8192,float32,True,xn,float32,4,float32,True,PythonSolver,1.3354202209993673,float32,1,float32,0.00016301516369621183,6134.398649340117,24537.59459736047,98150.37838944187
1619,float32,True,xn,float32,9,float32,True,PythonSolver,1.1197962920014106,float32,1,float32,0.0006916592291546699,1445.7986792458146,13012.18811321233,117109.69301891097
512,float32,True,xn,float32,16,float32,True,PythonSolver,1.041436617000727,float32,1,float32,0.002034055892579545,491.62857502987396,7866.057200477983,125856.91520764773
102,float32,True,xn,float32,36,float32,True,PythonSolver,1.0147850760004076,float32,1,float32,0.009948873294121642,100.51389443172992,3618.500199542277,130266.00718352199
32,float32,True,xn,float32,64,float32,True,PythonSolver,0.9846571859998221,float32,1,float32,0.03077053706249444,32.498620286315344,2079.911698324182,133114.34869274765
7,float32,True,xn,float32,144,float32,True,PythonSolver,1.1072036089972244,float32,1,float32,0.15817194414246064,6.322233727489185,910.4016567584426,131097.83857321573
2,float32,True,xn,float32,256,float32,True,PythonSolver,0.9744637289986713,float32,1,float32,0.48723186449933564,2.0524109214974455,525.417195903346,134506.8021512566
